date,permit_number,sequence_number,input_order,inspection_type,address,permit,result,inspector,result_clean,inspection_clean,zip
2025-06-05,2025022718,7,63,FRAMING/FIRE STOPPING WINDOWS,16109 SW 155 AVE,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Framing/Drywall,33187
2025-06-05,2025044507,11,110,FINAL,7501 NW 66 ST 3-4,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Final,33166
2025-06-05,2025047059,15,65,FINAL,8739 SW 136 ST,ELEC,NOT INSPECTED,Elton Suarez,OTHER,Final,33176
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025049426,14,12,CAP SHEET INSTALLATION,8485 SW 68 STREET RD,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Roof,33143
2025-06-05,2025035196,1,158,FRAMING/FIRE STOPPING WINDOWS,2750 SW 27 TER 108,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Framing/Drywall,33133
2025-06-05,2025032518,10,18,FINAL,19604 SW 324 ST,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Final,33030
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025041287,8,107,ROUGH,6715 NW 36 ST 500,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33166
2025-06-05,2023067035,11,209,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2025048750,2,17,ROUGH,8500 MILLS DR,MECH,NOT INSPECTED,Julio Duque,OTHER,Rough/Structural,33183
2025-06-05,2024074325,2,10,ROUGH,12805 BISCAYNE DR,MECH,NOT INSPECTED,Mario Fontela  Jr,OTHER,Rough/Structural,33181
2025-06-05,2021014660,2,59,FINAL,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33180
2025-06-05,2023053198,9,88,FINAL ZONING AND LANDSCAPE,9020 SW 158 AVE,BLDG,NOT INSPECTED,Angel Castro,OTHER,Final,33196
2025-06-05,2025046638,7,45,BEFORE ANCHOR SHEET IS COVERED,8745 SW 120 ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33176
2025-06-05,2024030230,13,39,FINAL,18540 SW 133 AVE,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Final,33177
2025-06-05,2025037539,21,201,ROOF TRUSS/PERM BRACING/SHEATH,19625 NE 14 AVE,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Roof,33179
2025-06-05,2021014660,2,59,FINAL,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33180
2025-06-05,2023067035,11,209,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2025049262,16,18,WORK WITH,13745 SW 149 CIRCLE LN,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2023067035,12,210,INSULATION INSPECTIONS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2025043020,9,56,FINAL,6150 SW 147 PL,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Final,33193
2025-06-05,2025033853,9,21,ROUGH,2500 SW 107 AVE 3536,MECH,NOT INSPECTED,Luigi Chinea,OTHER,Rough/Structural,33165
2025-06-05,2025049266,17,19,WORK WITH,13741 SW 149 CIRCLE LN,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2025040594,2,18,BEFORE ANCHOR SHEET IS COVERED,12442 SW 193 ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33177
2025-06-05,2025022860,20,32,FRAMING/FIRE STOPPING WINDOWS,13311 SW 233 TER,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Framing/Drywall,33032
2025-06-05,2025044581,10,14,WORK WITH,14901 SW 178 TER,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33187
2025-06-05,2025033934,3,5,ROUGH,30641 SW 192 CT,ELEC,NOT INSPECTED,Rey Rubio,OTHER,Rough/Structural,33030
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024036424,4,183,FINAL,12100 NW 22 AVE,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33167
2025-06-05,2025022226,4,218,FENCE FOUNDATION,2555 NE 214 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Slab/Foundation,33180
2025-06-05,2024007973,3,127,ROUGH,11701 BISCAYNE BLVD,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33181
2025-06-05,2024037788,12,155,FINAL,8023 FISHER ISLAND DR 8023,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Final,33109
2025-06-05,2025041865,4,92,BUCK AND FASTENER,9010 SW 143 PL,BLDG,NOT INSPECTED,Angel Castro,OTHER,Pre-Construction/Anchors,33186
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2025038896,3,24,BEFORE ANCHOR SHEET IS COVERED,11401 SW 184 ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33157
2025-06-05,2025031962,10,69,ROUGH,8940 SW 88 ST 4TH FLOOR,ELEC,NOT INSPECTED,Elton Suarez,OTHER,Rough/Structural,33176
2025-06-05,2025049409,6,89,ROUGH,11241 SW 40 ST,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Rough/Structural,33165
2025-06-05,2024068729,22,5,FINAL,35710 SW 178 CT,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Final,33030
2025-06-05,2025046210,2,7,ROUGH,19431 SW 340 ST,MECH,NOT INSPECTED,Mario Fontela  Jr,OTHER,Rough/Structural,33034
2025-06-05,2025045343,11,116,FINAL,5300 NW 181 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Final,33055
2025-06-05,2024051746,13,174,FINAL,1961 NW 83 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33147
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025049282,24,23,WORK WITH,13773 SW 147 CIR LN,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2023056382,28,193,FRAMING/FIRE STOPPING WINDOWS,1700 NE 145 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33181
2025-06-05,2024044751,2,117,ROUGH,5890 NW 173 DR,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33015
2025-06-05,2025046626,2,3,BUCK AND FASTENER,5416 SW 90 CT,BLDG,NOT INSPECTED,Felix Barrios,OTHER,Pre-Construction/Anchors,33165
2025-06-05,2025041976,1,154,FINAL,6402 SW 35 ST,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Final,33155
2025-06-05,2025044070,5,20,TIME OF INSTALLATION,10490 SW 173 TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33157
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2024058290,3,27,ROUGH,3100 SW 62 AVE,MECH,NOT INSPECTED,Luigi Chinea,OTHER,Rough/Structural,33155
2025-06-05,2025042723,9,61,FENCE FOUNDATION,14322 SW 172 TER,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Slab/Foundation,33177
2025-06-05,2024075285,4,114,ROUGH,8000 NW 68 ST,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33166
2025-06-05,2025035181,25,3,POOL BARRIER,29136 SW 168 CT,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Plumbing/Pool/Service,33030
2025-06-05,2023072859,2,72,FINAL,8900 N KENDALL DR,ELEC,NOT INSPECTED,Elton Suarez,OTHER,Final,33176
2025-06-05,2025037173,4,110,BEFORE ANCHOR SHEET IS COVERED,5530 NW 32 CT,ROOF,NOT INSPECTED,Vincent Carr,OTHER,Pre-Construction/Anchors,33309
2025-06-05,2024048872,13,19,INSULATION INSPECTIONS,6260 SW 86 ST,BLDG,NOT INSPECTED,Felix Barrios,OTHER,Framing/Drywall,33143
2025-06-05,2025043314,12,81,ROUGH/SLAB,5820 SW 73 AVE,ELEC,NOT INSPECTED,Elton Suarez,OTHER,Rough/Structural,33143
2025-06-05,2025047059,14,66,FINAL ZONING,8739 SW 136 ST,ELEC,NOT INSPECTED,Elton Suarez,OTHER,Final,33176
2025-06-05,2024073267,1,5,FINAL,7389 SW 45 ST,PLUM,NOT INSPECTED,Barnette  K Gunn,OTHER,Final,33314
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025028262,4,24,POOL BARRIER,29210 SW 178 CT,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Plumbing/Pool/Service,33030
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2021014660,2,59,FINAL,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33180
2025-06-05,2024043427,1,62,ROUGH,5890 NW 173 DR,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33015
2025-06-05,2023067035,11,209,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2023067035,12,210,INSULATION INSPECTIONS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2024074325,2,10,ROUGH,12805 BISCAYNE DR,MECH,NOT INSPECTED,Mario Fontela  Jr,OTHER,Rough/Structural,33181
2025-06-05,2021014660,2,59,FINAL,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33180
2025-06-05,2023067035,11,209,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2023006069,3,166,BUCK AND FASTENER,870 NW 87 AVE 503,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Pre-Construction/Anchors,33172
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024032332,15,172,FINAL,3557 NW 31 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33142
2025-06-05,2025049273,19,22,WORK WITH,13733 SW 149 CIR LN,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2025022860,19,33,ROOF TRUSS/PERM BRACING/SHEATH,13311 SW 233 TER,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Roof,33032
2025-06-05,2025007381,3,12,ROUGH,9962 SW 147 PL,MECH,NOT INSPECTED,Julio Duque,OTHER,Rough/Structural,33196
2025-06-05,2025024718,5,50,FINAL,15750 SW 105 TER B13B,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Final,33196
2025-06-05,2024029168,1,13,FINAL,9900 SW 125 AVE,MECH,NOT INSPECTED,Julio Duque,OTHER,Final,33186
2025-06-05,2025035814,9,119,ROUGH,18201 NW 68 AVE,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33015
2025-06-05,2025038896,3,24,BEFORE ANCHOR SHEET IS COVERED,11401 SW 184 ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33157
2025-06-05,2025044779,6,8,FINAL,15733 FAIRWAY HEIGHTS BLVD,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Final,33157
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2025049281,23,24,WORK WITH,13769 SW 147 CIR LN,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025033990,2,111,BEFORE ANCHOR SHEET IS COVERED,7000 NW 32 AVE,ROOF,NOT INSPECTED,Vincent Carr,OTHER,Pre-Construction/Anchors,33147
2025-06-05,2025045343,11,116,FINAL,5300 NW 181 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Final,33055
2025-06-05,2024075676,2,63,ROUGH,18201 NW 68 AVE,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33015
2025-06-05,2024073781,1,45,ROUGH,18201 NW 68 AVE,MECH,NOT INSPECTED,Luigi Chinea,OTHER,Rough/Structural,33015
2025-06-05,2023067035,11,209,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2025044070,5,20,TIME OF INSTALLATION,10490 SW 173 TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33157
2025-06-05,2025042572,11,75,FINAL,10021 SW 84 AVE,ELEC,NOT INSPECTED,Elton Suarez,OTHER,Final,33156
2025-06-05,2025020854,4,55,FINAL,5680 SW 149 AVE,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Final,33193
2025-06-05,2024044751,2,117,ROUGH,5890 NW 173 DR,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33015
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024007973,3,127,ROUGH,11701 BISCAYNE BLVD,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33181
2025-06-05,2021072256,14,173,INSULATION INSPECTIONS,7927 NW 16 AVE,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33147
2025-06-05,2025046418,6,49,TIME OF INSTALLATION,11195 SW 112TH TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33176
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2024036711,16,36,FRAMING/FIRE STOPPING WINDOWS,13204 SW 228 ST,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Framing/Drywall,33170
2025-06-05,2025025094,11,16,FINAL,19665 SW 325 ST,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Final,33030
2025-06-05,2021014660,2,59,FINAL,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33180
2025-06-05,2024058290,3,27,ROUGH,3100 SW 62 AVE,MECH,NOT INSPECTED,Luigi Chinea,OTHER,Rough/Structural,33155
2025-06-05,2025010032,5,134,ROUGH,2335 NE 186 ST,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024037788,12,155,FINAL,8023 FISHER ISLAND DR 8023,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Final,33109
2025-06-05,2025019846,23,198,FINAL,572 NE 191 TER,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33179
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2025049249,13,28,WORK WITH,13712 SW 147 CIRCLE LN,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2023067035,12,210,INSULATION INSPECTIONS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2025001502,3,58,ROUGH,14101 SW 44 ST,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Rough/Structural,34481
2025-06-05,2025030620,9,160,FINAL,7750 SW 28 ST,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Final,33155
2025-06-05,2024073267,1,5,FINAL,7389 SW 45 ST,PLUM,NOT INSPECTED,Barnette  K Gunn,OTHER,Final,33314
2025-06-05,2025040914,5,116,BEFORE ANCHOR SHEET IS COVERED,1770 E RANDALL PARK DR,ROOF,NOT INSPECTED,Vincent Carr,OTHER,Pre-Construction/Anchors,33167
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2025033450,17,9,INSULATION INSPECTIONS,19495 SW 340 ST,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Framing/Drywall,33034
2025-06-05,2024073982,2,84,FINAL,13600 SW 77 ST,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Final,33183
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025048812,3,152,FRAMING/FIRE STOPPING WINDOWS,11241 SW 40 ST,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Framing/Drywall,33165
2025-06-05,2025022226,3,217,FRAMING/FIRE STOPPING WINDOWS,2555 NE 214 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2024060782,17,204,FINAL,1690 NE 191 ST 214-1,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33179
2025-06-05,2024043427,1,62,ROUGH,5890 NW 173 DR,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33015
2025-06-05,2025048881,7,142,TIME OF INSTALLATION,7480 SW 152 AVE,ROOF,NOT INSPECTED,Russell Van  Baush,OTHER,Pre-Construction/Anchors,33193
2025-06-05,2024047489,12,17,FINAL,6641 SW 85 ST,BLDG,NOT INSPECTED,Felix Barrios,OTHER,Final,33143
2025-06-05,2021014660,2,59,FINAL,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33180
2025-06-05,2025034618,7,44,FRAMING/FIRE STOPPING WINDOWS,13258 SW 190 TER,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Framing/Drywall,34432
2025-06-05,2023067035,12,210,INSULATION INSPECTIONS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2024074325,2,10,ROUGH,12805 BISCAYNE DR,MECH,NOT INSPECTED,Mario Fontela  Jr,OTHER,Rough/Structural,33181
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025049010,9,42,TIME OF INSTALLATION,8950 SW 125 TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33176
2025-06-05,2025019197,6,97,FINAL,8720 SW 20 TER,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Final,33324
2025-06-05,2025017745,12,84,INSULATION INSPECTIONS,12221 SW 120 AVE,BLDG,NOT INSPECTED,Angel Castro,OTHER,Framing/Drywall,33071
2025-06-05,2023067035,11,209,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2025049354,25,15,WORK WITH,14720 SW 139 AVE,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2025044848,4,47,BEFORE ANCHOR SHEET IS COVERED,10420 SW 115 ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,34481
2025-06-05,2025047609,9,115,BEFORE ANCHOR SHEET IS COVERED,270 NW 107 ST,ROOF,NOT INSPECTED,Vincent Carr,OTHER,Pre-Construction/Anchors,33168
2025-06-05,2025045343,11,116,FINAL,5300 NW 181 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Final,33055
2025-06-05,2025049253,14,26,WORK WITH,13718 SW 147 CIR LN,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,1997065259,1,86,FINAL,3250 SW 132 AVE,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Final,33175
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2025020593,5,85,FINAL,13020 SW 82 ST,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Final,33183
2025-06-05,2025047171,5,148,TIME OF INSTALLATION,5749 SW 142 AVE,ROOF,NOT INSPECTED,Russell Van  Baush,OTHER,Pre-Construction/Anchors,33183
2025-06-05,2025022616,2,153,FENCE FOUNDATION,8470 SW 33 TER,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Slab/Foundation,34473
2025-06-05,2024075676,2,63,ROUGH,18201 NW 68 AVE,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33015
2025-06-05,2025043424,11,18,ROOF TRUSS/PERM BRACING/SHEATH,8025 SW 62 CT,BLDG,NOT INSPECTED,Felix Barrios,OTHER,Roof,34476
2025-06-05,2024058290,3,27,ROUGH,3100 SW 62 AVE,MECH,NOT INSPECTED,Luigi Chinea,OTHER,Rough/Structural,33155
2025-06-05,2025046391,2,12,TIME OF INSTALLATION,20601 SW 120 CT,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33177
2025-06-05,2025041519,1,16,ROUGH,5890 SW 58 TER,MECH,NOT INSPECTED,Julio Duque,OTHER,Rough/Structural,33143
2025-06-05,2024076545,6,90,BUCK AND FASTENER,9515 SW 148 AVENUE CIR E,BLDG,NOT INSPECTED,Angel Castro,OTHER,Pre-Construction/Anchors,33196
2025-06-05,2023067035,11,209,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2025012947,16,205,FINAL,19601 NE 24 AVE,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,32618
2025-06-05,2024043427,1,62,ROUGH,5890 NW 173 DR,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33015
2025-06-05,2024007973,3,127,ROUGH,11701 BISCAYNE BLVD,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33181
2025-06-05,2025048035,14,207,FINAL,1960 NE 197 TER,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33179
2025-06-05,2024041497,23,29,FINAL,17101 SW 276 ST,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Final,33031
2025-06-05,2024049092,2,10,FINAL,12169 SW 131 AVE 21,MECH,NOT INSPECTED,Julio Duque,OTHER,Final,33186
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2023067035,12,210,INSULATION INSPECTIONS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2025030065,1,29,FINAL,9030 SW 20 ST,MECH,NOT INSPECTED,Luigi Chinea,OTHER,Final,33324
2025-06-05,2025046346,3,184,FENCE FOUNDATION,11331 NW 62 CT,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Slab/Foundation,33012
2025-06-05,2024051746,13,174,FINAL,1961 NW 83 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33147
2025-06-05,2025010032,5,134,ROUGH,2335 NE 186 ST,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024042207,12,40,FINAL,18540 SW 133 AVE,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Final,33177
2025-06-05,2025014623,6,181,FINAL,11035 N BAYSHORE DR,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33161
2025-06-05,2025036573,2,157,FRAMING/FIRE STOPPING WINDOWS,111 NW 1 ST,BLDG,NOT INSPECTED,Alejandro Romero,OTHER,Framing/Drywall,33128
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2025049269,18,17,WORK WITH,13700 SW 149 CIRCLE LN,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33186
2025-06-05,2024073267,1,5,FINAL,7389 SW 45 ST,PLUM,NOT INSPECTED,Barnette  K Gunn,OTHER,Final,33314
2025-06-05,2025034378,1,5,FINAL,30742 SW 192 AVE,ROOF,NOT INSPECTED,Felix Gonzalez,OTHER,Final,33030
2025-06-05,2024056228,4,99,ROUGH,1611 NW 12 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,33136
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2023067035,11,209,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33180
2025-06-05,2025017059,1,18,ROUGH,8405 HAMMOCKS BLVD,MECH,NOT INSPECTED,Julio Duque,OTHER,Rough/Structural,33193
